"fin.ESV.names" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus"
"6066" "ESV6066" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Oryzihumus"
"6067" "ESV6067" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"6068" "ESV6068" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"6069" "ESV6069" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"6070" "ESV6070" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Acidibacter"
"6071" "ESV6071" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"6072" "ESV6072" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Microvirga"
"6073" "ESV6073" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" NA
"6074" "ESV6074" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Ramlibacter"
"6075" "ESV6075" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"6076" "ESV6076" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"6077" "ESV6077" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"6078" "ESV6078" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"6079" "ESV6079" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"6080" "ESV6080" "Bacteria" "Acidobacteria" "Acidobacteria" "Acidobacteriales" "Acidobacteriaceae_(Subgroup_1)" NA
"6081" "ESV6081" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_10" "ABS-19" NA
"6082" "ESV6082" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"6083" "ESV6083" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Arenimonas"
"6084" "ESV6084" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"6085" "ESV6085" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"6086" "ESV6086" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"6087" "ESV6087" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6088" "ESV6088" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_10" "ABS-19" NA
"6089" "ESV6089" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "0319-6A21" NA
"6090" "ESV6090" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"6091" "ESV6091" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"6092" "ESV6092" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"6093" "ESV6093" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Luteimonas"
"6094" "ESV6094" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"6095" "ESV6095" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"6096" "ESV6096" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"6097" "ESV6097" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter"
"6098" "ESV6098" "Bacteria" "Acidobacteria" "Acidobacteria" "Acidobacteriales" "Acidobacteriaceae_(Subgroup_1)" NA
"6099" "ESV6099" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus"
"6100" "ESV6100" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"6101" "ESV6101" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"6102" "ESV6102" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"6103" "ESV6103" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" NA NA
"6104" "ESV6104" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6105" "ESV6105" "Bacteria" "Proteobacteria" "Betaproteobacteria" "TRA3-20" NA NA
"6106" "ESV6106" "Bacteria" "Acidobacteria" "Subgroup_17" NA NA NA
"6107" "ESV6107" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" "Mycobacterium"
"6108" "ESV6108" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"6109" "ESV6109" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Isosphaera"
"6110" "ESV6110" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"6111" "ESV6111" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Arenimonas"
"6112" "ESV6112" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"6113" "ESV6113" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"6114" "ESV6114" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"6115" "ESV6115" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6116" "ESV6116" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"6117" "ESV6117" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia"
"6118" "ESV6118" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"6119" "ESV6119" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"6120" "ESV6120" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" NA
"6121" "ESV6121" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"6122" "ESV6122" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"6123" "ESV6123" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Lysobacter"
"6124" "ESV6124" "Bacteria" "Actinobacteria" "FFCH16263" NA NA NA
"6125" "ESV6125" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "Tepidisphaeraceae" NA
"6126" "ESV6126" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"6127" "ESV6127" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Actinoplanes"
"6128" "ESV6128" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pir4_lineage"
"6129" "ESV6129" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"6130" "ESV6130" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" NA
"6131" "ESV6131" "Bacteria" "Acidobacteria" "Subgroup_22" NA NA NA
"6132" "ESV6132" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Lysobacter"
"6133" "ESV6133" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_10" "ABS-19" NA
"6134" "ESV6134" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"6135" "ESV6135" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"6136" "ESV6136" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"6137" "ESV6137" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus"
"6138" "ESV6138" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingopyxis"
"6139" "ESV6139" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Rhizobium"
"6140" "ESV6140" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6141" "ESV6141" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6142" "ESV6142" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"6143" "ESV6143" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"6144" "ESV6144" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira"
"6145" "ESV6145" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera"
"6146" "ESV6146" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"6147" "ESV6147" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"6148" "ESV6148" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Cellulomonadaceae" "Cellulomonas"
"6149" "ESV6149" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Leptolyngbya"
"6150" "ESV6150" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"6151" "ESV6151" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"6152" "ESV6152" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"6153" "ESV6153" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"6154" "ESV6154" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"6155" "ESV6155" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"6156" "ESV6156" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"6157" "ESV6157" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"6158" "ESV6158" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"6159" "ESV6159" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"6160" "ESV6160" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia"
"6161" "ESV6161" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"6162" "ESV6162" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"6163" "ESV6163" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Skermanella"
"6164" "ESV6164" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Kribbella"
"6165" "ESV6165" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"6166" "ESV6166" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6167" "ESV6167" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"6168" "ESV6168" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"6169" "ESV6169" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"6170" "ESV6170" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Noviherbaspirillum"
"6171" "ESV6171" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"6172" "ESV6172" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"6173" "ESV6173" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptomycetales" "Streptomycetaceae" "Streptomyces"
"6174" "ESV6174" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Janibacter"
"6175" "ESV6175" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"6176" "ESV6176" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"6177" "ESV6177" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Luteimonas"
"6178" "ESV6178" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhodobiaceae" NA
"6179" "ESV6179" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Saprospiraceae" NA
"6180" "ESV6180" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "Tepidisphaeraceae" NA
"6181" "ESV6181" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6182" "ESV6182" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "Elev-16S-1332" NA
"6183" "ESV6183" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"6184" "ESV6184" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera"
"6185" "ESV6185" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"6186" "ESV6186" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6187" "ESV6187" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"6188" "ESV6188" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"6189" "ESV6189" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6190" "ESV6190" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"6191" "ESV6191" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_7" NA NA
"6192" "ESV6192" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"6193" "ESV6193" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA
"6194" "ESV6194" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Xenophilus"
"6195" "ESV6195" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"6196" "ESV6196" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"6197" "ESV6197" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Skermanella"
"6198" "ESV6198" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"6199" "ESV6199" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Amycolatopsis"
"6200" "ESV6200" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" NA NA
"6201" "ESV6201" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Nitrobacter"
"6202" "ESV6202" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Chryseolinea"
"6203" "ESV6203" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"6204" "ESV6204" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"6205" "ESV6205" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptomycetales" "Streptomycetaceae" NA
"6206" "ESV6206" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Cupriavidus"
"6207" "ESV6207" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"6208" "ESV6208" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" NA
"6209" "ESV6209" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Flavisolibacter"
"6210" "ESV6210" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"6211" "ESV6211" "Bacteria" "Proteobacteria" NA NA NA NA
"6212" "ESV6212" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"6213" "ESV6213" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"6214" "ESV6214" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6215" "ESV6215" "Bacteria" NA NA NA NA NA
"6216" "ESV6216" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "YNPFFP1" NA
"6217" "ESV6217" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"6218" "ESV6218" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"6219" "ESV6219" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"6220" "ESV6220" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"6221" "ESV6221" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"6222" "ESV6222" NA NA NA NA NA NA
"6223" "ESV6223" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"6224" "ESV6224" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"6225" "ESV6225" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas"
"6226" "ESV6226" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"6227" "ESV6227" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"6228" "ESV6228" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_10" "ABS-19" NA
"6229" "ESV6229" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"6230" "ESV6230" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"6231" "ESV6231" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "Elev-16S-1332" NA
"6232" "ESV6232" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter"
"6233" "ESV6233" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"6234" "ESV6234" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_10" "ABS-19" NA
"6235" "ESV6235" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"6236" "ESV6236" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"6237" "ESV6237" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Zavarzinella"
"6238" "ESV6238" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"6239" "ESV6239" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6240" "ESV6240" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"6241" "ESV6241" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"6242" "ESV6242" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"6243" "ESV6243" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"6244" "ESV6244" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Chungangia"
"6245" "ESV6245" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Acidibacter"
"6246" "ESV6246" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"6247" "ESV6247" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Acidibacter"
"6248" "ESV6248" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Paenibacillus"
"6249" "ESV6249" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"6250" "ESV6250" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Adhaeribacter"
"6251" "ESV6251" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Leptolyngbya"
"6252" "ESV6252" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"6253" "ESV6253" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6254" "ESV6254" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"6255" "ESV6255" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"6256" "ESV6256" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Solirubrobacter"
"6257" "ESV6257" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"6258" "ESV6258" "Bacteria" "Acidobacteria" "Subgroup_2" NA NA NA
"6259" "ESV6259" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6260" "ESV6260" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"6261" "ESV6261" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Sorangium"
"6262" "ESV6262" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"6263" "ESV6263" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"6264" "ESV6264" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Rhizocola"
"6265" "ESV6265" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"6266" "ESV6266" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"6267" "ESV6267" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" NA
"6268" "ESV6268" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"6269" "ESV6269" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pirellula"
"6270" "ESV6270" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"6271" "ESV6271" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"6272" "ESV6272" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"6273" "ESV6273" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"6274" "ESV6274" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"6275" "ESV6275" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_Incertae_Sedis" "Rhizomicrobium"
"6276" "ESV6276" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"6277" "ESV6277" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" NA
"6278" "ESV6278" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"6279" "ESV6279" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"6280" "ESV6280" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"6281" "ESV6281" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Rhizobium"
